product_id,product_name,current_price,price,percent_discount,rating,series,link,brand_id,genre_id
010001,Sạc Apple 20W MHJE3,520000.0,690000.0,24,433,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-20w-cho-iphone-ipad-apple-mhje3,0115,0101
010002,Bộ chuyển đổi chân sạc Adapter Kit Apple MD837,870000.0,1090000.0,20,0,,https://www.thegioididong.com/adapter-sac/chan-sac-world-travel-adapter-kit-apple-md837,0115,0101
010003,Sạc Apple MGN13,225000.0,450000.0,50,52,,https://www.thegioididong.com/adapter-sac/adapter-sac-5w-cho-iphone-ipad-ipod-apple-mgn13,0115,0101
010004,Sạc Apple MD813ZM-A,405000.0,450000.0,10,8,,https://www.thegioididong.com/adapter-sac/adapter-sac-5w-iphone-ipad-ipod-apple-md813zma,0115,0101
010005,Bộ Adapter sạc kèm cáp Type C - Type C Samsung EP-T4510X,650000.0,1190000.0,45,67,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-type-c-type-c-pd-45w-samsung-ep-t4510x,0110,0101
010006,Sạc Samsung EP-TA800N,340000.0,490000.0,30,317,,https://www.thegioididong.com/adapter-sac/type-c-pd-25w-samsung-ep-ta800n,0110,0101
010007,Sạc 3 cổng Samsung EP-T6530,965000.0,1490000.0,35,17,,https://www.thegioididong.com/adapter-sac/adapter-sac-3-cong-usb-type-c-pd-65w-samsung-ep-t6530n,0110,0101
010008,Sạc kèm cáp Micro Samsung TA20HW,200000.0,290000.0,30,139,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-micro-samsung-ta20hw,0110,0101
010009,Bộ Adapter sạc kèm cáp Type C - Type C Samsung EP-T1510X,320000.0,400000.0,20,82,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-type-c-samsung-ep-t1510x,0110,0101
010010,Sạc Samsung EP-T1510N,255000.0,320000.0,20,34,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-samsung-ep-t1510n-trang,0110,0101
010011,Sạc kèm cáp Type C Samsung TA20EW,255000.0,320000.0,20,138,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-type-c-samsung-ta20ew,0110,0101
010012,Sạc Anker PowerPort III Nano A2633,290000.0,400000.0,27,124,,https://www.thegioididong.com/adapter-sac/adapter-type-c-pd-20w-anker-powerport-nano-a2633,0111,0101
010013,Sạc Anker Nano 3 A2147,425000.0,500000.0,15,23,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-gan-30w-anker-nano-3-a2147-trang,0111,0101
010014,Sạc 2 cổng Anker Nano Pro A2038,615000.0,950000.0,35,12,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-type-c-pd-40w-anker-nano-pro-a2038,0111,0101
010015,Sạc 2 cổng Anker PowerPort Elite 2 - A2023,380000.0,450000.0,15,17,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-24a-anker-a2023-trang,0111,0101
010016,Sạc 2 cổng Anker PowerPort Mini - A2620,215000.0,270000.0,20,55,,https://www.thegioididong.com/adapter-sac/adapter-sac-2a-dual-anker-a2620-trang,0111,0101
010017,Sạc Xmobile A829,240000.0,300000.0,20,63,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-a829-trang,0114,0101
010018,Sạc Xmobile TCE20W,240000.0,300000.0,20,46,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-tce20w-trang,0114,0101
010019,Sạc Xmobile TC20P,240000.0,300000.0,20,71,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-tc20p-hong,0114,0101
010020,Sạc Xmobile DS230,280000.0,400000.0,30,31,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-gan-30w-xmobile-ds230-trang,0114,0101
010021,Sạc Xmobile CS-TC041,240000.0,300000.0,20,82,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-cs-tc041-trang,0114,0101
010022,Sạc 2 cổng Xmobile DS702,150000.0,250000.0,40,46,,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-xmobile-ds702-trang,0114,0101
010023,Sạc xe hơi 3 cổng Xmobile SN-156,315000.0,450000.0,30,51,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-3-cong-20w-xmobile-sn-156-den-xam,0114,0101
010024,Sạc xe hơi 2 cổng Xmobile SN-455,315000.0,450000.0,30,27,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-usb-type-c-pd-qc-30-20w-xmobile-sn-455-bac-den,0114,0101
010025,Sạc 2 cổng Xmobile MFR65,630000.0,700000.0,10,41,,https://www.thegioididong.com/adapter-sac/adapter-2-cong-pd-qc-30-gan-65w-xmobile-mfr65,0114,0101
010026,Sạc 2 cổng Xmobile MFK3A,260000.0,290000.0,10,33,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-usb-type-c-15w-xmobile-mfk3a,0114,0101
010027,Sạc xe hơi 2 cổng Xmobile SN-177,200000.0,290000.0,30,61,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-24a-xmobile-sn-177-den,0114,0101
010028,Sạc 2 cổng Xmobile TC20QP,400000.0,400000.0,0,101,,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-type-c-pd-qc30-20w-xmobile-tc20qp-trang,0114,0101
010029,Sạc Xmobile MFM30,280000.0,400000.0,30,78,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,0114,0101
010030,Adapter chuyển đổi Type C 4 in 1 Xmobile DS122F,620000.0,690000.0,10,39,,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds122f,0114,0101
010031,Sạc Xmobile TC20B,240000.0,300000.0,20,36,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-tc20b-xanh-navy,0114,0101
010032,Sạc Xmobile TC20W,240000.0,300000.0,20,72,,https://www.thegioididong.com/adapter-sac/sac-xmobile-tc20w,0114,0101
